ID,roi,roi_areas,cal,stage,focus,genotype,Al_measure,Si_measure,P_measure,S_measure,Cl_measure,Ar_measure,K_measure,Ca_measure,Sc_measure,Ti_measure,V_measure,Cr_measure,Mn_measure,Fe_measure,Co_measure,Ni_measure,Cu_measure,Zn_measure
2_0096,1,30072.8,downstream,stage9-13_oocyte,focus,KO,4350556.794,407805.2117,8007048.1,3169889.644,-46845.30274,59882.76373,18680573.79,272378.9729,0,-2439.89949,0,1978.573716,6099.440478,169479.1378,5999.144683,-1125.910596,18707.77764,384569.6582
2_0096,2,37674.8,downstream,stage9-13_oocyte,cell,KO,5005002.993,469141.6795,9042610.932,4283933.693,32034.12894,54340.62453,21581233.08,322598.7635,0,-3277.123641,0,2043.209893,6259.536158,181918.3778,6480.871841,-1410.525675,18895.56989,397968.576
2_0097,1,17343,downstream,stage9-13_oocyte,focus,KO,1363203.158,142908.0543,4339000.598,1078110.252,-32285.90223,11634.37812,5537009.426,115921.1323,0,-1124.145511,0,581.4188721,5255.763198,95946.4361,1564.869296,-453.3614553,16358.29915,283225.6003
2_0097,2,31930,downstream,stage9-13_oocyte,cell,KO,1920704.448,235320.907,6707421.11,1465267.7,26329.478,4791.7351,8089075.954,165514.2638,0,-2138.952384,0,578.38002,5371.012353,150860.5012,1893.423456,-874.5440497,17666.13461,334467.7366
2_0098,1,48024,downstream,stage14_oocyte,cell,KO,877336.0488,-1079646.754,5117496.99,3345443.086,29644.73496,-47527.91208,3195334.469,452416.3351,0,-1114.051147,0,3612.850322,4736.525479,189588.4845,252.2268504,-1185.235682,22536.64509,319358.9805
2_0099,1,10356,downstream,stage9-13_oocyte,focus,KO,350023.4796,-1385386.327,1305816.933,915598.8144,17771.82804,-10814.87436,1185390.22,321202.2138,0,386.1835248,0,80.2155048,3112.171657,45949.65795,341.292336,-40.4412156,7769.056702,180503.044
2_0099,2,11518,downstream,stage9-13_oocyte,focus,KO,418342.9744,-1515767.648,1331939.101,970810.7552,6290.32534,-10938.52942,1288646.51,222622.7835,0,311.7254556,0,157.0318048,5376.898413,69101.53034,656.716047,-100.0257674,15592.38423,303122.7006
2_0099,3,34041.1,downstream,stage9-13_oocyte,cell,KO,1444081.332,-4512661.826,5160078.954,3383426.628,19548.7825,-28514.86783,5236409.653,573434.2439,0,362.0134821,0,1784.100859,7007.656593,204331.3045,972.9320832,-353.6366482,21814.98703,436066.6067
2_0099,4,29617,downstream,stage9-13_oocyte,cell,KO,1041618.043,-3938954.379,4226339.68,2633377.785,47250.36946,-28854.36225,3725940.03,676515.9565,0,741.9325053,0,64.7990343,4550.021208,125438.3106,348.6098602,-225.7161919,11595.84331,288508.1828
2_0099,5,45255.1,downstream,stage9-13_oocyte,cell,KO,1113089.914,-5889435.357,5763634.777,2992828.375,13014.00911,-39016.68446,4276339.945,625862.1937,0,-65.13566543,0,-79.85262395,7280.536401,188547.1513,368.0054222,-715.451905,19907.97192,425125.6582
2_0099,6,5275.01,downstream,stage1-8_oocyte,cell,KO,138336.6097,-661334.3337,816185.3645,497957.779,9068.427941,-4924.169085,539423.0501,134002.9253,0,290.8366213,0,103.5975039,210.0187206,13921.53367,42.77663859,-13.46077052,644.2348613,20053.81245
2_0099,7,4631.01,downstream,stage1-8_oocyte,cell,KO,104935.4449,-522273.7303,708506.5094,473244.7643,10389.25414,-3817.897264,409562.3565,104000.2124,0,160.3635405,0,6.428304981,171.4219293,9287.853163,3.912277248,-32.25174294,471.6479921,15681.44919
2_0099,8,1502,downstream,stage1-8_oocyte,cell,KO,16287.2374,-110168.0952,147436.9058,117773.9228,2216.69666,-982.18784,79611.4072,21834.9495,0,91.0554456,0,22.1896468,50.0960558,1430.171807,19.0199762,8.245229,103.3775532,3167.963427
2_0105,1,7164,downstream,stage9-13_oocyte,focus,KO,77728.6836,-53436.276,1069326.078,-274517.316,-41188.27176,-6626.3418,169113.384,209227.4856,0,-420.533964,0,-377.779212,1771.906507,49779.82771,243.8460828,-360.248904,6829.412544,163891.5236
2_0105,2,24687,downstream,stage9-13_oocyte,cell,KO,291393.0045,-202539.5541,3986699.433,-410495.436,-133603.0816,-22676.73759,1018857.177,426522.2364,0,-2411.14226,0,-1748.496274,1946.984692,130908.9399,-292.3286418,-1534.425916,9296.951391,264950.6872
2_0106,1,3649,downstream,stage9-13_oocyte,focus,KO,55719.8651,-86305.0533,625306.1778,-42459.764,-15294.7835,-561.03375,131466.172,145348.2816,0,79.106671,0,9.337791,489.0138019,26037.88468,122.2765304,-121.1296497,2561.397305,64864.58532
2_0106,2,17774,downstream,stage9-13_oocyte,cell,KO,267175.2132,-439643.4448,2610906.576,-31371.11,-66147.89614,-5393.16482,731400.1,550353.425,0,-424.8892474,0,-388.3494582,902.8321074,65157.91989,-398.1073842,-805.5582047,4222.729146,124068.197
2_0106,3,7168,downstream,stage1-8_oocyte,cell,KO,57098.1376,-189665.9968,794219.4893,-183464.96,-26124.63616,-1920.52224,225806.336,110257.8893,0,-304.2873344,0,-131.3636352,137.478656,16146.57946,-240.8182784,-292.038656,758.725632,25084.12498
2_0106,4,3281,downstream,stage1-8_oocyte,cell,KO,12971.1054,-79084.8959,374085.5445,-108692.968,-15615.78826,40.12663,84351.229,18918.5741,0,-124.5477443,0,9.8082214,80.5268954,7134.081722,-33.1948613,-128.0708821,281.493395,12011.57498
2_0106,5,1246,downstream,stage1-8_oocyte,cell,KO,2094.6506,-29349.1562,144029.7627,-47425.252,-5634.42446,-76.23028,4815.79,12051.88516,0,76.949222,0,20.7918774,6.8052782,1965.779312,-35.0316638,-37.323307,72.843652,3787.664812
2_0106,6,768,downstream,stage1-8_oocyte,cell,KO,-1685.376,-15595.008,77411.87328,-32461.824,-3045.6192,-42.4704,-3271.68,5131.82208,0,7.851264,0,18.523008,12.06144,858.341376,-6.500736,-13.7830656,38.33856,1792.619059
2_0106,7,480,downstream,stage1-8_oocyte,cell,KO,-3516.528,-8522.016,32733.6528,-17687.52,-1916.8368,101.2752,-6722.208,2509.9344,0,17.2584,0,11.45256,28.100688,404.60736,-4.20072,-6.581328,10.53264,841.583712
2_0106,8,306,downstream,stage1-8_oocyte,cell,KO,-754.6572,-4543.5186,17515.01466,-12119.742,-1038.14478,244.22778,-5837.9598,1325.70216,0,9.963054,0,3.0098466,8.7808536,165.674214,-0.0401472,-4.100247,-1.9278,435.0491964
2_0107,1,33447.1,downstream,stage9-13_oocyte,focus,KO,2742795.988,-4639587.719,5963570.435,-1856916.098,-3960.13664,6398.43023,12409198.54,248707.953,0,-375.5273153,0,1433.924003,6621.860203,155907.0341,3803.791516,-500.3043976,22561.57407,411104.3868
2_0107,2,47435.2,downstream,stage9-13_oocyte,cell,KO,3748661.55,-6437288.686,8312856.572,-1122032.221,458669.9229,-37323.43842,17178928.06,321774.7818,0,-605.9704494,0,1982.003936,7427.740406,187034.2424,4906.772984,-749.1683056,23782.49135,442997.8925
2_0108,1,13192,downstream,stage9-13_oocyte,focus,KO,1281431.304,-1567354.712,2774336.964,172947.12,92222.6336,4953.72792,5744398.355,181344.6195,0,635.1037752,0,939.0646048,4949.733382,72325.74683,2199.640676,-186.6970097,13895.53596,270593.0864
2_0108,2,42247.1,downstream,stage9-13_oocyte,cell,KO,3732320.049,-4899277.895,8255780.417,66834.9122,905786.2734,-27153.47858,17388889.46,213500.367,0,589.5244828,0,7624.013059,6872.00623,202999.2589,4858.395376,-470.531301,18028.71757,380242.814
2_0109,1,12869.1,downstream,stage9-13_oocyte,focus,KO,1682470.101,-2249773.488,2975788.14,1348462.905,171931.9481,-5814.516762,7105389.158,197226.8077,0,331.2480602,0,1331.865627,5879.185276,73310.55261,2602.50265,-170.3155892,15367.94462,298225.6459
2_0109,2,16087.1,downstream,stage9-13_oocyte,focus,KO,1809480.225,-2861806.611,3322004.489,772663.413,117906.5385,-550.822304,7847977.517,186810.0009,0,75.17984443,0,1331.694964,5558.094659,87272.90359,2698.784766,-205.5027285,17271.33578,333905.0767
2_0109,3,39182.2,downstream,stage9-13_oocyte,cell,KO,4274198.123,-6659485.076,8082392.155,3710358.429,890676.4485,-39633.57894,19049127.89,243592.211,0,102.0186941,0,3546.510223,7685.788359,183190.6555,5574.012753,-612.2532207,19387.43092,409159.1988
2_0109,4,41237.2,downstream,stage9-13_oocyte,cell,KO,3930614.44,-7511801.342,6942906.951,1004703.141,471240.5772,-8660.636744,17405145.83,213675.9126,0,-10.50723856,0,2324.92447,7048.431297,182771.6828,4843.053469,-626.6199963,20985.11623,432131.893
2_0110,1,15384,downstream,stage9-13_oocyte,focus,KO,485829.7968,-3240776.518,1722277.568,1597074.576,193875.937,-31457.04936,1947922.08,381340.7458,0,788.9807472,0,223.8387384,920.5447152,38814.37044,422.2004959,-105.0181068,6375.448049,138587.6224
2_0110,2,42978.9,downstream,stage9-13_oocyte,cell,KO,1059593.205,-8251540.5,5009642.933,4599687.836,490932.5023,-82504.87517,5026296.397,770656.3751,0,1944.120456,0,510.3400544,1160.937451,90175.53435,611.0452043,-437.235954,9096.213418,206554.6937
2_0110,3,5424.99,downstream,stage1-8_oocyte,cell,KO,300260.1765,-1113131.998,902243.7579,767413.6604,31317.05677,-4031.147319,1208421.947,58059.54498,0,185.5954179,0,213.5845688,203.961179,13553.55089,249.2388508,-9.929359197,755.7157545,18693.29926
2_0110,4,2281.99,downstream,stage1-8_oocyte,cell,KO,198811.3046,-442484.4788,392656.36,360967.4602,20831.0088,660.9784035,892098.3507,9582.509588,0,111.3889523,0,225.5416226,165.3244705,3857.943704,222.3126753,-3.070645744,289.670562,6922.56682
2_0110,5,1155,downstream,stage1-8_oocyte,cell,KO,83192.34,-220944.57,169082.2056,180407.535,6339.7257,815.44155,352566.06,3985.75485,0,88.2541275,0,83.6780175,62.9829585,1369.754925,79.90512915,14.3867955,126.7389585,2740.059399
2_0110,6,709.998,downstream,stage1-8_oocyte,cell,KO,36375.82453,-129270.3299,84038.57247,102040.2026,3023.625883,275.472124,171392.8072,2327.820743,0,57.14099404,0,43.77478469,44.82678873,600.1314895,20.15303053,7.156069842,56.0534191,1216.450791
2_0110,7,450.999,downstream,stage1-8_oocyte,cell,KO,20147.52343,-70438.06112,41920.27587,64761.6524,1571.573665,136.6075971,86621.12294,1336.278467,0,30.85676528,0,23.04338801,14.58111337,270.1975599,15.79187881,5.446940422,17.20998654,592.8272713
2_0110,8,956.998,downstream,stage1-8_oocyte,cell,KO,39520.95501,-156949.8731,71221.3415,82513.32456,1103.485684,774.9961204,175764.1667,1693.484521,0,47.81324698,0,37.81922116,21.08840793,500.3606623,28.14409579,1.32084864,56.48747685,1177.735139
2_0111,1,43594,downstream,stage9-13_oocyte,cell,KO,2213010.175,-449070.5128,5280906.538,3347757.636,101757.9867,-23695.08276,7121807.92,828327.4143,0,-2204.243422,0,-644.6637126,6262.125521,166100.5074,875.0710808,-650.0488794,22218.85914,436047.7687
2_0124,1,40513,downstream,stage14_oocyte,cell,KO,2911123.195,327107.2287,4168223.354,2477692.839,-18001.83001,31517.89861,12582705.8,293649.9728,0,-2470.48274,0,-1326.17685,4987.563533,140064.9062,879.2738955,-1431.776294,19736.51564,265758.8952
2_0125,1,44638,downstream,stage14_oocyte,cell,KO,2603927.376,-215552.4382,3825456.067,1877578.287,-97342.80081,32991.05304,11516807.1,236859.1823,0,-1527.472186,0,-488.384358,5524.30514,182355.9432,685.282576,-1458.995262,24455.12917,368444.1857
2_0126,1,47639.1,downstream,stage14_oocyte,cell,KO,848285.6341,-1613793.568,3514372.136,2040311.194,-124691.0091,2377.667481,3595923.13,357889.0246,0,-7880.826743,0,3035.110881,5677.284936,175242.354,-516.3935523,-966.0766436,18777.30379,226095.2925
2_0127,1,32265,downstream,stage14_oocyte,cell,KO,1340152.587,-1631957.247,3784368.948,3895053.386,12475.5849,-19616.79735,4894552.103,459253.5247,0,116.1120555,0,33.6298095,5554.432656,156827.117,342.705924,-377.7050601,20806.00136,228060.0837
2_0128,1,44223.1,downstream,stage14_oocyte,cell,WT,3495292.995,-802768.6674,4864430.929,2291248.164,-2208.059383,37153.153,14561541.75,321100.5372,0,-30.80581146,0,1002.475765,6273.298807,135315.8049,1322.031885,-363.2087426,17972.94445,439123.2553
2_0128,2,47174.1,downstream,stage14_oocyte,cell,WT,2173269.274,-2217446.875,3009274.097,1432517.78,-41956.69171,18606.88026,9332054.006,212816.673,0,-767.3669325,0,-426.4821685,3705.218923,101715.115,433.817741,-479.2157361,11453.60259,297299.9413
2_0128,3,56959.1,downstream,stage14_oocyte,cell,WT,3363276.509,-2514664.522,4850922.378,2298237.941,-50658.79699,35854.61427,14237129.76,279484.2519,0,-910.0469325,0,-213.1580399,5936.089437,134480.6857,1071.212706,-578.9214702,17034.54729,414227.9782
2_0129,1,52819,downstream,stage14_oocyte,cell,WT,3340547.691,351479.81,5543729.435,2503900.277,34458.53459,34098.36183,14828303.06,285041.6421,0,-3654.588865,0,-1441.567839,4143.486811,128954.7046,322.5603511,-1424.333,11494.94615,368330.6556
2_0130,1,56477,downstream,stage14_oocyte,cell,WT,2833761.714,-5119193.882,7332047.005,3298401.607,-73314.31293,27260.31836,12676977.08,355549.4286,0,766.5962072,0,4831.093409,6487.902681,160266.0197,1527.870587,-732.3993837,15139.5296,363425.3722
2_0131,1,40435.8,downstream,stage14_oocyte,cell,WT,3061127.542,-1308559.098,4078541.601,1964796.144,-32243.10256,20046.85657,12868714.78,201271.9037,0,-1346.204828,0,-664.3035839,3603.048133,129349.3204,992.2015297,-557.625452,14187.06217,321452.9685
2_0132,1,44857.8,downstream,stage14_oocyte,cell,WT,3224046.716,-6830649.723,6166950.132,2627596.818,-94485.02484,59208.2588,14190788.63,229601.6842,0,-696.4666886,0,2008.216419,4139.989163,117861.5369,1104.201662,-241.1026006,13660.9361,311091.3192
2_0132,2,41709.9,downstream,stage14_oocyte,cell,WT,3169531.13,-6443512.192,4849058.084,2572918.602,-79910.37072,49968.0431,14079824.33,282561.3776,0,-518.4248601,0,852.4627652,4649.335817,113701.9382,1396.430768,-131.6101672,16113.14751,347856.1948
2_0144,1,12313,downstream,stage9-13_oocyte,focus,WT,1375828.886,-1034161.482,2255786.173,788198.2255,249852.3178,-9764.08587,5833385.948,153304.5949,0,-109.3160453,0,228.3039521,4572.496578,40052.94292,1015.412477,-98.62700687,5989.438447,232627.2176
2_0144,2,739,downstream,stage1-8_oocyte,focus,WT,31635.71059,-57340.0446,145284.1632,65001.9227,1210.77021,-116.59942,120602.8047,15417.11333,0,35.2614589,0,27.4499333,84.0724828,2788.630393,48.2390379,5.8137869,158.4697559,8723.757472
2_0144,3,537,downstream,stage1-8_oocyte,focus,WT,68756.35767,-42781.6623,98377.65894,22771.485,3455.24595,1559.56077,292522.8561,1291.382433,0,48.1148241,0,45.4177416,80.3583984,2506.436116,54.1829778,12.5666592,142.8275547,5972.467764
2_0144,4,38791,downstream,stage9-13_oocyte,cell,WT,4829863.919,-3200335.082,6897141.432,1638074.106,3919184.68,-64985.78648,21014066.11,183659.4419,0,-1068.30414,0,559.4709557,6968.035088,110955.7903,2584.368914,-554.1089146,9562.450871,338413.999
2_0144,5,5502,downstream,stage1-8_oocyte,cell,WT,620344.5028,-462457.9554,912504.6092,190887.4884,15808.73154,17095.86942,2679200.551,7519.963038,0,14.5852518,0,145.098744,414.8805108,13708.28142,302.7508512,-47.30575584,919.6818582,29882.869
2_0144,6,6318.01,downstream,stage1-8_oocyte,cell,WT,311827.9739,-517671.2038,1044149.84,431033.5962,-3232.672997,1511.394352,1330056.725,87527.99836,0,-66.32457358,0,5.918079967,327.2053153,13273.81553,103.1604673,-37.82339867,910.0152022,30496.42711
2_0144,7,8132.01,downstream,stage1-8_oocyte,cell,WT,338579.5705,-635937.0064,1387391.004,428850.4926,-9112.486446,842.7201963,1299790.39,134981.8434,0,-139.1403175,0,30.89513239,378.5621427,13255.16654,24.02846315,-47.13971689,931.1810143,26691.24022
2_0144,8,2999,downstream,stage1-8_oocyte,cell,WT,305225.9541,-227656.7891,596188.0644,146532.0397,-5950.16595,10088.66599,1394152.028,3911.412761,0,11.4045972,0,114.2184145,166.47449,5570.578921,180.9659579,-9.6729746,387.9749319,11808.90409
2_0144,9,1820,downstream,stage1-8_oocyte,cell,WT,115204.0162,-120350.412,248929.8084,75173.462,28383.719,-851.4506,497524.846,6917.81818,0,13.510588,0,31.206994,73.897824,1814.082816,36.95874,-3.688776,145.409082,5021.478098
2_0144,10,4570,downstream,stage1-8_oocyte,cell,WT,270991.9057,-390410.53,471201.8234,149245.689,-4928.1052,6017.5475,1176237.111,7915.55533,0,-65.590925,0,5.701075,169.550656,5842.830916,47.79306,-36.9794803,414.490317,13352.78092
2_0144,11,817.001,downstream,stage1-8_oocyte,cell,WT,45021.82868,-61074.58295,85950.64574,29354.92763,-683.6500968,799.6887488,182124.474,2819.232704,0,20.1813136,0,18.40049652,34.05979129,597.53476,16.62319255,4.683376532,60.45243669,1980.47897
2_0145,1,37942.9,downstream,stage9-13_oocyte,focus,WT,4072576.509,-7079082.739,7638589.16,2926422.048,-64813.68235,52890.12603,18280329.94,289071.4365,0,-299.0317892,0,638.4993269,6609.005115,137677.0761,2651.895681,-272.17884,13657.3154,417808.1219
2_0145,2,51911.9,downstream,stage9-13_oocyte,cell,WT,4833950.473,-9093365.993,9650578.517,3633204.866,124828.9121,27904.20361,22598924.75,379309.4037,0,-598.1963973,0,641.8750699,6967.766801,151690.8961,2971.512428,-392.195858,14802.88074,443604.1503
2_0146,1,14922,downstream,stage9-13_oocyte,focus,WT,1065927.703,-1589513.823,2455160.232,1086894.605,73732.28796,-3911.8023,4391475.959,212175.1271,0,123.1005312,0,260.0800146,5423.833638,46540.82566,849.852666,-59.6484567,8281.672695,288936.3304
2_0146,2,52931.8,downstream,stage9-13_oocyte,cell,WT,2409053.254,-5363362.274,8169754.436,3009336.919,3078539.425,-174090.0436,10446164.83,657426.0302,0,-570.721254,0,415.2023324,7034.953811,125302.2848,1098.66832,-577.9850849,12312.59833,401415.197
2_0147,1,14300,downstream,stage9-13_oocyte,focus,WT,720545.54,-338459.55,1741533.508,666384.29,405377.258,-40000.818,3036939.62,182475.8364,0,-39.55094,0,180.79204,3039.64232,45711.3371,355.71393,-161.901311,5183.38964,213045.8645
2_0147,2,43556.1,downstream,stage9-13_oocyte,cell,WT,1773216.743,-669840.5507,6640543.841,2491818.347,2883181.23,-155556.6911,7863025.931,404207.0543,0,-1103.119211,0,-54.23170011,4522.490842,110681.5817,239.2188124,-642.4115323,7844.357787,308526.6812
2_0148,1,5556,downstream,in_vivo_egg,focus,WT,1994603.444,31475145.59,1535692.312,569098.0186,577063.6058,-10376.6634,6963420.717,61152.17123,0,855.2011884,0,895.9461144,3282.824827,30546.72132,1938.40306,-31.85593716,4106.825742,164046.4533
2_0148,2,69900.9,downstream,in_vivo_egg,cell,WT,5950027.519,4918157.423,7890938.128,2693334.033,2377975.493,-106502.4093,30158146.62,521519.4517,0,3959.361728,0,1540.385163,8694.218021,200977.6697,5256.396694,-793.1714539,15069.76028,427478.9197
2_0149,1,6923.01,downstream,in_vivo_egg,focus,WT,1899456.215,152642.6783,1829087.55,762263.5268,550938.8819,-10521.93675,8281073.14,111257.6445,0,87.19600325,0,440.0708229,3549.114307,35082.43556,2139.377627,-127.9557369,4056.449787,176560.0793
2_0149,2,62844.1,downstream,in_vivo_egg,cell,WT,6431688.291,213261.4534,7690049.578,3103561.912,1836916.075,-94364.81524,28049305.94,442088.3848,0,-1128.491504,0,84.11054344,7549.0721,182958.1477,4063.091019,-1152.025928,14081.11928,448115.4545
2_0150,1,9178.99,downstream,in_vivo_egg,focus,WT,2287003.003,133893.0092,3085728.816,1013736.972,1095595.435,-32652.73321,9893739.502,210643.2626,0,-103.6509909,0,552.0235407,4712.588927,31813.49816,2627.821839,-201.8494781,7266.965995,220777.8736
2_0150,2,56646.9,downstream,in_vivo_egg,cell,WT,6885333.262,374696.5847,10925772.14,3523205.777,2712669.36,-112699.0075,30270799.91,370801.7705,0,-2206.94623,0,178.3414353,5313.898407,128060.7405,4674.366235,-1293.315004,15058.93259,402696.7849
2_0150,3,61036.9,downstream,in_vivo_egg,cell,WT,5977177.597,196728.0324,6468447.918,2440555.258,1648340.548,-101829.6914,24834632.22,454405.9262,0,-100.8451662,0,3196.252202,3837.353281,246635.7082,3900.196873,-1010.752753,25761.08753,336196.3479
2_0167,1,14381,downstream,stage9-13_oocyte,focus,WT,1044642.887,-2588017.703,2854258.333,1160470.481,150584.4577,-11596.5364,3975705.107,353305.1744,0,9.4828314,0,157.1210536,5100.704852,44087.82307,717.9364792,-38.84092385,6471.803773,251808.8199
2_0167,2,21414,downstream,stage9-13_oocyte,focus,WT,2742899.773,-3691109.766,5045315.28,1579867.102,358553.2322,3374.63226,11732439.37,171005.2873,0,-332.8827714,0,621.9182364,5182.950338,68392.44863,1840.862433,-130.744676,9799.915808,306664.0448
2_0167,3,8846,downstream,stage9-13_oocyte,focus,WT,877179.0021,-1608611.485,1794979.544,635698.3288,35532.08204,2485.99138,3460956.808,98345.37846,0,222.4866306,0,182.8344356,4049.58911,45454.63493,795.360402,-42.61303966,6192.063772,228986.9089
2_0167,4,8345,downstream,stage9-13_oocyte,focus,WT,753445.7661,-1457934.088,1717937.25,869992.954,141152.9212,-8085.629055,2961627.148,126251.48,0,78.968735,0,250.45014,3962.027417,35195.70009,656.5609836,3.3805595,5105.859877,203069.1231
2_0167,5,13782,downstream,stage9-13_oocyte,focus,WT,844016.4332,-2522748.241,1907087.833,762536.0088,-16730.52108,1799.79138,3225572.357,294783.1567,0,31.8998172,0,198.6275622,3989.855923,46236.67225,567.4486289,-22.3895481,5909.867689,228924.9028
2_0167,6,45053,downstream,stage9-13_oocyte,cell,WT,2594664.894,-7844556.275,9228262.757,3166766.359,3407857.127,-55276.87729,10375048.13,568280.3856,0,-691.8023309,0,218.7998945,7199.271167,124499.8837,999.7202131,-314.6046485,10498.90783,365030.0768
2_0167,7,54473,downstream,stage9-13_oocyte,cell,WT,5608599.456,-8966762.399,9912847.284,2462691.646,5076691.31,-54116.20185,24819391.36,203757.1825,0,-1072.072218,0,1274.036313,7199.620148,144465.087,2879.13065,-423.8691207,13384.75693,398365.2353
2_0167,8,39654,downstream,stage9-13_oocyte,cell,WT,2875271.489,-6727269.377,8200259.24,2699172.437,1897839.25,-48652.68222,12143299.94,302438.9563,0,-490.9997934,0,364.2973326,6534.923684,135335.5093,1604.451201,-346.818008,10835.71722,347675.837
2_0167,9,40522,downstream,stage9-13_oocyte,cell,WT,1874818.812,-7008514.928,5927487.652,2554482.567,1787687.597,-49717.65746,7507729.759,578714.8214,0,-685.6403444,0,111.8285634,5679.830965,100490.0783,790.1210535,-292.7929267,8581.003555,293622.2844
2_0167,10,48571,downstream,stage9-13_oocyte,cell,WT,2587056.116,-8866276.625,6885631.872,2861201.04,1256991.737,-59593.21699,10342048.17,579709.3106,0,-802.8349161,0,216.1992352,5900.677078,128217.2109,1133.946823,-378.4011183,10819.94796,359671.502
2_0167,11,2605,downstream,stage1-8_oocyte,cell,WT,182979.6024,-472111.444,337421.1173,143558.945,9309.0717,855.35175,764008.467,14860.86594,0,58.484334,0,72.6417275,155.834747,4176.699137,87.02828285,3.81442335,375.085093,9043.066944
2_0167,12,933,downstream,stage1-8_oocyte,cell,WT,66561.14367,-160126.125,134827.1396,61442.3418,13030.43661,315.52194,275435.0352,5991.200721,0,68.8505484,0,1371.317242,63.9773028,9097.99033,108.1817885,12.73486221,114.0579438,2982.051661
2_0167,13,657,downstream,stage1-8_oocyte,cell,WT,33540.63183,-117025.5627,66306.58182,31833.1611,390.50109,796.72419,157903.6428,1706.877459,0,47.4832296,0,112.6383138,41.9489244,1014.098816,18.43986789,9.73665459,56.7027792,1652.14926
2_0167,14,642,downstream,stage1-8_oocyte,cell,WT,20077.90158,-108511.161,24057.89712,12685.5348,-863.97792,457.11684,103665.2808,1040.371914,0,22.1873274,0,13.7180634,22.8999474,280.8579228,7.46772474,7.92149034,47.0724672,867.2372577